"Sex","Age","Ethnicity","Rate"
"M",80,"OAS",0.064292088
"M",81,"OAS",0.071501383
"M",82,"OAS",0.079519081
"M",83,"OAS",0.088435832
"M",84,"OAS",0.098352448
"M",85,"OAS",0.147594597
"M",0,"BLA",0.003215606
"M",1,"BLA",0.000281542
"M",2,"BLA",0.000192312
"M",3,"BLA",0.000139272
"M",4,"BLA",0.00021945
"M",5,"BLA",0.000286034
"M",6,"BLA",0.000280921
"M",7,"BLA",0.00028024
"M",8,"BLA",0.000205745
"M",9,"BLA",0.000137148
"M",10,"BLA",0.000119767
"M",11,"BLA",0.000125819
"M",12,"BLA",0.000150813
"M",13,"BLA",0.000173057
"M",14,"BLA",0.000188811
"M",15,"BLA",0.000219067
"M",16,"BLA",0.000320374
"M",17,"BLA",0.000463813
"M",18,"BLA",0.000509422
"M",19,"BLA",0.000466972
"M",20,"BLA",0.000434384
"M",21,"BLA",0.000421145
"M",22,"BLA",0.000385254
"M",23,"BLA",0.000419678
"M",24,"BLA",0.000412801
"M",25,"BLA",0.000323643
"M",26,"BLA",0.000345365
"M",27,"BLA",0.000370187
"M",28,"BLA",0.000412163
"M",29,"BLA",0.000477941
"M",30,"BLA",0.00051911
"M",31,"BLA",0.000561637
"M",32,"BLA",0.000646257
"M",33,"BLA",0.000743884
"M",34,"BLA",0.000841623
"M",35,"BLA",0.000927169
"M",36,"BLA",0.000976619
"M",37,"BLA",0.001048269
"M",38,"BLA",0.00108396
"M",39,"BLA",0.001282897
"M",40,"BLA",0.001441802
"M",41,"BLA",0.001499892
"M",42,"BLA",0.001675771
"M",43,"BLA",0.001736861
"M",44,"BLA",0.002037305
"M",45,"BLA",0.002428692
"M",46,"BLA",0.002575245
"M",47,"BLA",0.002890919
"M",48,"BLA",0.003384566
"M",49,"BLA",0.003371582
"M",50,"BLA",0.003608663
"M",51,"BLA",0.004426354
"M",52,"BLA",0.005046385
"M",53,"BLA",0.006070855
"M",54,"BLA",0.007172255
"M",55,"BLA",0.008169275
"M",56,"BLA",0.009323897
"M",57,"BLA",0.010106253
"M",58,"BLA",0.010390247
"M",59,"BLA",0.011363883
"M",60,"BLA",0.013194365
"M",61,"BLA",0.014497834
"M",62,"BLA",0.014993059
"M",63,"BLA",0.014872538
"M",64,"BLA",0.017000048
"M",65,"BLA",0.020442186
"M",66,"BLA",0.02217106
"M",67,"BLA",0.024340109
"M",68,"BLA",0.029184593
"M",69,"BLA",0.03262095
"M",70,"BLA",0.033024862
"M",71,"BLA",0.034454527
"M",72,"BLA",0.036634161
"M",73,"BLA",0.040412155
"M",74,"BLA",0.043385371
"M",75,"BLA",0.04542791
"M",76,"BLA",0.05030765
"M",77,"BLA",0.055087719
"M",78,"BLA",0.060384413
"M",79,"BLA",0.060974028
"M",80,"BLA",0.067542738
"M",81,"BLA",0.074819093
"M",82,"BLA",0.082879327
"M",83,"BLA",0.091807887
"M",84,"BLA",0.101698318
"M",85,"BLA",0.156466186
"M",0,"BLC",0.003383493
"M",1,"BLC",0.000275034
"M",2,"BLC",0.000183306
"M",3,"BLC",0.000134755
"M",4,"BLC",0.000201012
"M",5,"BLC",0.000263933
"M",6,"BLC",0.000268135
"M",7,"BLC",0.000266072
"M",8,"BLC",0.000195316
"M",9,"BLC",0.00013002
"M",10,"BLC",0.000119917
"M",11,"BLC",0.000128195
"M",12,"BLC",0.000143876
"M",13,"BLC",0.00015954
"M",14,"BLC",0.000182218
"M",15,"BLC",0.000212582
"M",16,"BLC",0.000315782
"M",17,"BLC",0.000473932
"M",18,"BLC",0.00051731
"M",19,"BLC",0.000459328
"M",20,"BLC",0.000440186
"M",21,"BLC",0.000444386
"M",22,"BLC",0.000391759
"M",23,"BLC",0.000415629
"M",24,"BLC",0.000401395
"M",25,"BLC",0.000304748
"M",26,"BLC",0.000323271
"M",27,"BLC",0.000354301
"M",28,"BLC",0.000378336
"M",29,"BLC",0.000423394
"M",30,"BLC",0.00046954
"M",31,"BLC",0.000506085
"M",32,"BLC",0.000590489
"M",33,"BLC",0.000679774
"M",34,"BLC",0.000792927
"M",35,"BLC",0.000894641
"M",36,"BLC",0.000918144
"M",37,"BLC",0.001008956
"M",38,"BLC",0.001050593
"M",39,"BLC",0.001246238
"M",40,"BLC",0.001419148
"M",41,"BLC",0.00148627
"M",42,"BLC",0.001640453
"M",43,"BLC",0.001668859
"M",44,"BLC",0.001984035
"M",45,"BLC",0.00239752
"M",46,"BLC",0.002603843
"M",47,"BLC",0.002965234
"M",48,"BLC",0.003378336
"M",49,"BLC",0.00333408
"M",50,"BLC",0.003613837
"M",51,"BLC",0.004360562
"M",52,"BLC",0.004961882
"M",53,"BLC",0.00599749
"M",54,"BLC",0.007154607
"M",55,"BLC",0.008048951
"M",56,"BLC",0.00910243
"M",57,"BLC",0.010024398
"M",58,"BLC",0.01032427
"M",59,"BLC",0.01123476
"M",60,"BLC",0.013005518
"M",61,"BLC",0.014382164
"M",62,"BLC",0.015048274
"M",63,"BLC",0.014945028
"M",64,"BLC",0.016839677
"M",65,"BLC",0.020100309
"M",66,"BLC",0.021961125
"M",67,"BLC",0.024322454
"M",68,"BLC",0.029178639
"M",69,"BLC",0.032356114
"M",70,"BLC",0.032809718
"M",71,"BLC",0.034535185
"M",72,"BLC",0.036803619
"M",73,"BLC",0.040593197
"M",74,"BLC",0.043776756
"M",75,"BLC",0.045989276
"M",76,"BLC",0.050893531
"M",77,"BLC",0.056460106
"M",78,"BLC",0.062043785
"M",79,"BLC",0.061321424
"M",80,"BLC",0.067964099
"M",81,"BLC",0.075326346
"M",82,"BLC",0.083486111
"M",83,"BLC",0.092529788
"M",84,"BLC",0.102553125
"M",85,"BLC",0.159914348
"M",0,"OBL",0.003340284
"M",1,"OBL",0.000279418
"M",2,"OBL",0.00018878
"M",3,"OBL",0.000137278
"M",4,"OBL",0.000212474
"M",5,"OBL",0.000286458
"M",6,"OBL",0.000280905
"M",7,"OBL",0.000270484
"M",8,"OBL",0.000200328
"M",9,"OBL",0.00013135
"M",10,"OBL",0.000121201
"M",11,"OBL",0.000130588
"M",12,"OBL",0.000146175
"M",13,"OBL",0.00016397
"M",14,"OBL",0.000180843
"M",15,"OBL",0.000206984
"M",16,"OBL",0.000307542
"M",17,"OBL",0.000463674
"M",18,"OBL",0.000519024
"M",19,"OBL",0.000467829
"M",20,"OBL",0.000441796
"M",21,"OBL",0.000445355
"M",22,"OBL",0.000395297
"M",23,"OBL",0.000402615
"M",24,"OBL",0.000382061
"M",25,"OBL",0.000294199
"M",26,"OBL",0.000309665
"M",27,"OBL",0.000347837
"M",28,"OBL",0.000376248
"M",29,"OBL",0.000406294
"M",30,"OBL",0.000447524
"M",31,"OBL",0.000483658
"M",32,"OBL",0.00056384
"M",33,"OBL",0.000672933
"M",34,"OBL",0.000782405
"M",35,"OBL",0.000881196
"M",36,"OBL",0.000900182
"M",37,"OBL",0.000972892
"M",38,"OBL",0.001030387
"M",39,"OBL",0.001226937
"M",40,"OBL",0.001407218
"M",41,"OBL",0.001506985
"M",42,"OBL",0.001662885
"M",43,"OBL",0.001700059
"M",44,"OBL",0.002080029
"M",45,"OBL",0.002510521
"M",46,"OBL",0.0026797
"M",47,"OBL",0.003057455
"M",48,"OBL",0.003480459
"M",49,"OBL",0.00337766
"M",50,"OBL",0.003640232
"M",51,"OBL",0.004433514
"M",52,"OBL",0.005082839
"M",53,"OBL",0.006194815
"M",54,"OBL",0.007190398
"M",55,"OBL",0.008030739
"M",56,"OBL",0.009096205
"M",57,"OBL",0.009983621
"M",58,"OBL",0.010491736
"M",59,"OBL",0.011488953
"M",60,"OBL",0.0129369
"M",61,"OBL",0.014037132
"M",62,"OBL",0.014790803
"M",63,"OBL",0.014787288
"M",64,"OBL",0.016530782
"M",65,"OBL",0.019996426
"M",66,"OBL",0.022075748
"M",67,"OBL",0.023898363
"M",68,"OBL",0.028573299
"M",69,"OBL",0.031696872
"M",70,"OBL",0.032517567
"M",71,"OBL",0.034874829
"M",72,"OBL",0.036638106
"M",73,"OBL",0.039672454
"M",74,"OBL",0.043147564
"M",75,"OBL",0.045644286
"M",76,"OBL",0.050070403
"M",77,"OBL",0.055825277
"M",78,"OBL",0.061337908
"M",79,"OBL",0.06064684
"M",80,"OBL",0.067203019
"M",81,"OBL",0.074467949
"M",82,"OBL",0.082518249
"M",83,"OBL",0.09143882
"M",84,"OBL",0.101323743
"M",85,"OBL",0.185581153
"M",0,"OTH",0.003295093
"M",1,"OTH",0.000280376
"M",2,"OTH",0.000182785
"M",3,"OTH",0.000131106
"M",4,"OTH",0.000223435
"M",5,"OTH",0.000315619
"M",6,"OTH",0.00031684
"M",7,"OTH",0.000312757
"M",8,"OTH",0.000223485
"M",9,"OTH",0.000135398
"M",10,"OTH",0.00012284
"M",11,"OTH",0.00012837
"M",12,"OTH",0.000147269
"M",13,"OTH",0.000179611
"M",14,"OTH",0.000195952
"M",15,"OTH",0.000222902
"M",16,"OTH",0.000320216
"M",17,"OTH",0.000454621
"M",18,"OTH",0.000516718
"M",19,"OTH",0.000456576
"M",20,"OTH",0.00040897
"M",21,"OTH",0.000413393
"M",22,"OTH",0.000391462
"M",23,"OTH",0.00043109
"M",24,"OTH",0.000404906
"M",25,"OTH",0.00032309
"M",26,"OTH",0.000353109
"M",27,"OTH",0.000367744
"M",28,"OTH",0.000401036
"M",29,"OTH",0.000458111
"M",30,"OTH",0.000512731
"M",31,"OTH",0.00056082
"M",32,"OTH",0.000634234
"M",33,"OTH",0.000746129
"M",34,"OTH",0.000858033
"M",35,"OTH",0.000947965
"M",36,"OTH",0.000960044
"M",37,"OTH",0.000987201
"M",38,"OTH",0.001036187
"M",39,"OTH",0.001271483
"M",40,"OTH",0.001453606
"M",41,"OTH",0.001475459
"M",42,"OTH",0.00159898
"M",43,"OTH",0.001675862
"M",44,"OTH",0.001999294
"M",45,"OTH",0.002377362
"M",46,"OTH",0.002561543
"M",47,"OTH",0.002883195
"M",48,"OTH",0.003314722
"M",49,"OTH",0.003337138
"M",50,"OTH",0.003531754
"M",51,"OTH",0.004169167
"M",52,"OTH",0.004916958
"M",53,"OTH",0.005901875
"M",54,"OTH",0.006751326
"M",55,"OTH",0.007813132
"M",56,"OTH",0.008901103
"M",57,"OTH",0.009625148
"M",58,"OTH",0.009898788
"M",59,"OTH",0.010552958
"M",60,"OTH",0.012085737
"M",61,"OTH",0.013335272
"M",62,"OTH",0.01385481
"M",63,"OTH",0.013751263
"M",64,"OTH",0.015664896
"M",65,"OTH",0.018823699
"M",66,"OTH",0.020477824
"M",67,"OTH",0.022508102
"M",68,"OTH",0.027125183
"M",69,"OTH",0.030143623
"M",70,"OTH",0.030661499
"M",71,"OTH",0.032474745
"M",72,"OTH",0.034360314
"M",73,"OTH",0.038173709
"M",74,"OTH",0.04159301
"M",75,"OTH",0.043111812
"M",76,"OTH",0.047524547
"M",77,"OTH",0.053137902
"M",78,"OTH",0.058447888
"M",79,"OTH",0.058425313
"M",80,"OTH",0.06483439
"M",81,"OTH",0.071946522
"M",82,"OTH",0.079838833
"M",83,"OTH",0.088596906
"M",84,"OTH",0.098315713
"M",85,"OTH",0.144439597
"F",0,"WBI",0.002559286
"F",1,"WBI",0.000171684
"F",2,"WBI",0.000135909
"F",3,"WBI",0.000106898
"F",4,"WBI",6.54e-05
"F",5,"WBI",5.13e-05
"F",6,"WBI",4.66e-05
"F",7,"WBI",5.23e-05
"F",8,"WBI",5.47e-05
"F",9,"WBI",3.71e-05
"F",10,"WBI",4.57e-05
"F",11,"WBI",5.97e-05
"F",12,"WBI",5.63e-05
"F",13,"WBI",5.95e-05
"F",14,"WBI",0.000102934
"F",15,"WBI",0.000181137
"F",16,"WBI",0.000244517
"F",17,"WBI",0.000260163
"F",18,"WBI",0.000227595
"F",19,"WBI",0.000163569
"F",20,"WBI",0.000132314
"F",21,"WBI",0.00014134
"F",22,"WBI",0.000137484
"F",23,"WBI",0.00013263
"F",24,"WBI",0.000169367
"F",25,"WBI",0.000243782
"F",26,"WBI",0.000274741
"F",27,"WBI",0.000268248
"F",28,"WBI",0.000302843
"F",29,"WBI",0.000338772
"F",30,"WBI",0.000396812
"F",31,"WBI",0.000534204
"F",32,"WBI",0.000597815
"F",33,"WBI",0.00063945
"F",34,"WBI",0.000592566
"F",35,"WBI",0.000486797
"F",36,"WBI",0.000460097
"F",37,"WBI",0.000462201
"F",38,"WBI",0.000472841
"F",39,"WBI",0.000582874
"F",40,"WBI",0.000746233
"F",41,"WBI",0.000771838
"F",42,"WBI",0.000875274
"F",43,"WBI",0.000917416
"F",44,"WBI",0.001208001
"F",45,"WBI",0.00163446
"F",46,"WBI",0.001767239
"F",47,"WBI",0.001912225
"F",48,"WBI",0.002157492
"F",49,"WBI",0.002141877
"F",50,"WBI",0.00206162
"F",51,"WBI",0.002272255
"F",52,"WBI",0.002615928
"F",53,"WBI",0.003241672
"F",54,"WBI",0.004101942
"F",55,"WBI",0.004642186
"F",56,"WBI",0.005040799
"F",57,"WBI",0.00533161
"F",58,"WBI",0.005276037
"F",59,"WBI",0.005971712
"F",60,"WBI",0.007184702
"F",61,"WBI",0.007691698
"F",62,"WBI",0.007828929
"F",63,"WBI",0.009265913
"F",64,"WBI",0.01047291
"F",65,"WBI",0.010625992
"F",66,"WBI",0.011647639
"F",67,"WBI",0.013999445
"F",68,"WBI",0.017346084
"F",69,"WBI",0.018258588
"F",70,"WBI",0.018149976
"F",71,"WBI",0.019949684
"F",72,"WBI",0.022482384
"F",73,"WBI",0.025477383
"F",74,"WBI",0.026519648
"F",75,"WBI",0.02799745
"F",76,"WBI",0.031826719
"F",77,"WBI",0.035150333
"F",78,"WBI",0.039597448
"F",79,"WBI",0.047201708
"F",80,"WBI",0.052830418
"F",81,"WBI",0.05913034
"F",82,"WBI",0.066181516
"F",83,"WBI",0.07407353
"F",84,"WBI",0.082906652
"F",85,"WBI",0.152717333
"F",0,"WHO",0.00277417
"F",1,"WHO",0.000170571
"F",2,"WHO",0.000133305
"F",3,"WHO",0.000104454
"F",4,"WHO",6.4e-05
"F",5,"WHO",5.05e-05
"F",6,"WHO",4.56e-05
"F",7,"WHO",5.18e-05
"F",8,"WHO",5.51e-05
"F",9,"WHO",3.82e-05
"F",10,"WHO",4.56e-05
"F",11,"WHO",5.97e-05
"F",12,"WHO",5.64e-05
"F",13,"WHO",5.92e-05
"F",14,"WHO",0.000104219
"F",15,"WHO",0.000179664
"F",16,"WHO",0.000235706
"F",17,"WHO",0.000236075
"F",18,"WHO",0.000190941
"F",19,"WHO",0.000141306
"F",20,"WHO",0.000124604
"F",21,"WHO",0.000127603
"F",22,"WHO",0.000119816
"F",23,"WHO",0.000111394
"F",24,"WHO",0.000138534
"F",25,"WHO",0.000201264
"F",26,"WHO",0.00023329
"F",27,"WHO",0.000224397
"F",28,"WHO",0.000241923
"F",29,"WHO",0.000275576
"F",30,"WHO",0.000333791
"F",31,"WHO",0.000436691
"F",32,"WHO",0.000482456
"F",33,"WHO",0.000528335
"F",34,"WHO",0.000492522
"F",35,"WHO",0.000404119
"F",36,"WHO",0.00037558
"F",37,"WHO",0.000377644
"F",38,"WHO",0.000393886
"F",39,"WHO",0.000518028
"F",40,"WHO",0.000673705
"F",41,"WHO",0.000701903
"F",42,"WHO",0.000833885
"F",43,"WHO",0.000878158
"F",44,"WHO",0.001170868
"F",45,"WHO",0.001575145
"F",46,"WHO",0.001684542
"F",47,"WHO",0.001836947
"F",48,"WHO",0.002079471
"F",49,"WHO",0.002055049
"F",50,"WHO",0.001969049
"F",51,"WHO",0.002151496
"F",52,"WHO",0.002460909
"F",53,"WHO",0.00304896
"F",54,"WHO",0.003782998
"F",55,"WHO",0.004448684
"F",56,"WHO",0.004846361
"F",57,"WHO",0.005021753
"F",58,"WHO",0.005035893
"F",59,"WHO",0.005622517
"F",60,"WHO",0.006720145
"F",61,"WHO",0.007186781
"F",62,"WHO",0.007339457
"F",63,"WHO",0.008702802
"F",64,"WHO",0.009761525
"F",65,"WHO",0.009853725
"F",66,"WHO",0.010813203
"F",67,"WHO",0.012995891
"F",68,"WHO",0.016052687
"F",69,"WHO",0.016834269
"F",70,"WHO",0.016753011
"F",71,"WHO",0.018504368
"F",72,"WHO",0.020926532
"F",73,"WHO",0.023770548
"F",74,"WHO",0.02482437
"F",75,"WHO",0.026177705
"F",76,"WHO",0.029777186
"F",77,"WHO",0.033049897
"F",78,"WHO",0.037352213
"F",79,"WHO",0.044884133
"F",80,"WHO",0.050263888
"F",81,"WHO",0.056288455
"F",82,"WHO",0.063035118
"F",83,"WHO",0.070590428
"F",84,"WHO",0.079051307
"F",85,"WHO",0.129718685
"F",0,"MIX",0.002913651
"F",1,"MIX",0.00017267
"F",2,"MIX",0.000133295
"F",3,"MIX",0.000106773
"F",4,"MIX",6.41e-05
"F",5,"MIX",4.9e-05
"F",6,"MIX",4.53e-05
"F",7,"MIX",5.11e-05
"F",8,"MIX",5.33e-05
"F",9,"MIX",3.88e-05
"F",10,"MIX",4.88e-05
"F",11,"MIX",6.37e-05
"F",12,"MIX",5.88e-05
"F",13,"MIX",6.01e-05
"F",14,"MIX",9.95e-05
"F",15,"MIX",0.000176502
"F",16,"MIX",0.00022954
"F",17,"MIX",0.000231853
"F",18,"MIX",0.000198041
"F",19,"MIX",0.000136979
"F",20,"MIX",0.000114388
"F",21,"MIX",0.000124754
"F",22,"MIX",0.000123426
"F",23,"MIX",0.000114466
"F",24,"MIX",0.00013756
"F",25,"MIX",0.000194628
"F",26,"MIX",0.00022624
"F",27,"MIX",0.000228008
"F",28,"MIX",0.0002381
"F",29,"MIX",0.00026593
"F",30,"MIX",0.000333873
"F",31,"MIX",0.000442008
"F",32,"MIX",0.000487135
"F",33,"MIX",0.000526349
"F",34,"MIX",0.000500167
"F",35,"MIX",0.000418819
"F",36,"MIX",0.000394147
"F",37,"MIX",0.000405693
"F",38,"MIX",0.000413969
"F",39,"MIX",0.000526496
"F",40,"MIX",0.000684449
"F",41,"MIX",0.000726945
"F",42,"MIX",0.000860482
"F",43,"MIX",0.000907407
"F",44,"MIX",0.001216023
"F",45,"MIX",0.001647287
"F",46,"MIX",0.001747497
"F",47,"MIX",0.00187146
"F",48,"MIX",0.002144551
"F",49,"MIX",0.002141185
"F",50,"MIX",0.002020113
"F",51,"MIX",0.002211221
"F",52,"MIX",0.002560794
"F",53,"MIX",0.003142087
"F",54,"MIX",0.003873741
"F",55,"MIX",0.004539182
"F",56,"MIX",0.004964405
"F",57,"MIX",0.005197811
"F",58,"MIX",0.005256039
"F",59,"MIX",0.005943041
"F",60,"MIX",0.007149423
"F",61,"MIX",0.007596133
"F",62,"MIX",0.00769066
"F",63,"MIX",0.009151883
"F",64,"MIX",0.01034151
"F",65,"MIX",0.010419693
"F",66,"MIX",0.011373734
"F",67,"MIX",0.013610906
"F",68,"MIX",0.016766223
"F",69,"MIX",0.017614115
"F",70,"MIX",0.017515194
"F",71,"MIX",0.019327531
"F",72,"MIX",0.021846536
"F",73,"MIX",0.024647615
"F",74,"MIX",0.025615222
"F",75,"MIX",0.026851721
"F",76,"MIX",0.030484646
"F",77,"MIX",0.033816413
"F",78,"MIX",0.038134258
"F",79,"MIX",0.044688844
"F",80,"MIX",0.050094384
"F",81,"MIX",0.056153776
"F",82,"MIX",0.062946108
"F",83,"MIX",0.070560037
"F",84,"MIX",0.079094944
"F",85,"MIX",0.149363603
"F",0,"IND",0.003126456
"F",1,"IND",0.000173343
"F",2,"IND",0.000130882
"F",3,"IND",0.000108008
"F",4,"IND",6.59e-05
"F",5,"IND",4.83e-05
"F",6,"IND",4.44e-05
"F",7,"IND",5.07e-05
"F",8,"IND",5.75e-05
"F",9,"IND",4.29e-05
"F",10,"IND",4.86e-05
"F",11,"IND",6.69e-05
"F",12,"IND",6.31e-05
"F",13,"IND",6.12e-05
"F",14,"IND",9.47e-05
"F",15,"IND",0.000161108
"F",16,"IND",0.000199022
"F",17,"IND",0.000204659
"F",18,"IND",0.000192651
"F",19,"IND",0.000136987
"F",20,"IND",0.000108037
"F",21,"IND",0.000115367
"F",22,"IND",0.000119147
"F",23,"IND",0.000114439
"F",24,"IND",0.000130765
"F",25,"IND",0.000187831
"F",26,"IND",0.000231185
"F",27,"IND",0.000231224
"F",28,"IND",0.000230837
"F",29,"IND",0.000260001
"F",30,"IND",0.000334033
"F",31,"IND",0.000441965
"F",32,"IND",0.000479548
"F",33,"IND",0.000547133
"F",34,"IND",0.000539192
"F",35,"IND",0.000440248
"F",36,"IND",0.000405998
"F",37,"IND",0.000397696
"F",38,"IND",0.000409511
"F",39,"IND",0.000533798
"F",40,"IND",0.000686567
"F",41,"IND",0.000718545
"F",42,"IND",0.000830953
"F",43,"IND",0.000882947
"F",44,"IND",0.001165445
"F",45,"IND",0.001543732
"F",46,"IND",0.001639409
"F",47,"IND",0.001790038
"F",48,"IND",0.002087631
"F",49,"IND",0.002063596
"F",50,"IND",0.001892617
"F",51,"IND",0.002076218
"F",52,"IND",0.002450347
"F",53,"IND",0.002951363
"F",54,"IND",0.003626096
"F",55,"IND",0.004320886
"F",56,"IND",0.004805737
"F",57,"IND",0.005198504
"F",58,"IND",0.005197918
"F",59,"IND",0.00589722
"F",60,"IND",0.007293146
"F",61,"IND",0.007785958
"F",62,"IND",0.007905214
"F",63,"IND",0.009335794
"F",64,"IND",0.010447841
"F",65,"IND",0.010546574
"F",66,"IND",0.011586522
"F",67,"IND",0.013910961
"F",68,"IND",0.017124237
"F",69,"IND",0.017887514
"F",70,"IND",0.017748027
"F",71,"IND",0.019492206
"F",72,"IND",0.021872917
"F",73,"IND",0.024688889
"F",74,"IND",0.025565432
"F",75,"IND",0.026853755
"F",76,"IND",0.03042654
"F",77,"IND",0.033610524
"F",78,"IND",0.037875521
"F",79,"IND",0.044638002
